Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2010010567154,4-Jan-10,1/3/10 14:30,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010010567158,4-Jan-10,1/2/10 0:00,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010010567173,4-Jan-10,1/2/10 5:00,SEA,Seattle-Tacoma International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras; Cameras,$0.00 ,Deny
2010010567177,4-Jan-10,1/1/10 0:00,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2010010567182,4-Jan-10,1/2/10 0:00,LAS,McCarran International,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010010567184,4-Jan-10,1/3/10 0:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010010667239,4-Jan-10,1/2/10 15:00,ASE,Aspen Pitkin County Sardy Field,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010011167421,4-Jan-10,1/1/10 0:00,SEA,Seattle-Tacoma International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,"$1,579.40 ",Settle
2010010567163,5-Jan-10,1/5/10 0:00,XNA,Northwest Arkansas Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Cameras,$193.98 ,Approve in Full
2010010767268,5-Jan-10,1/2/10 0:00,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,-,-
2010010767293,5-Jan-10,1/1/10 19:05,BDL,Bradley International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010010767294,5-Jan-10,1/2/10 23:40,DAL,Dallas Love Field,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$72.00 ,Settle
2010010767296,5-Jan-10,1/3/10 9:16,ORF,Norfolk International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2010010767271,6-Jan-10,1/1/10 0:00,CLE,Cleveland Hopkins International,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2010010867305,6-Jan-10,1/1/10 9:00,JFK,John F. Kennedy International,Aero Mexico,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010010867306,6-Jan-10,1/3/10 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Food & Drink; Home Decor; Jewelry & Watches,-,-
2010010867322,6-Jan-10,1/8/10 10:30,BNA,Nashville International,American Airlines  ,Passenger Property Loss,Checkpoint,Office Equipment & Supplies,$69.00 ,Approve in Full
2010010867325,6-Jan-10,1/3/10 0:00,EWR,Newark International Airport,Continental Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,$0.00 ,Deny
2010010867334,6-Jan-10,1/4/10 12:40,BIL,"Billings, MT",UAL  ,Passenger Property Loss,Checkpoint,Currency,-,-
2010010867343,6-Jan-10,1/3/10 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010010867344,6-Jan-10,1/1/10 0:00,MCO,Orlando International Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010010867350,6-Jan-10,1/3/10 8:00,BOS,Boston (Logan) International Airport ,American Airlines  ,Property Damage,Checkpoint,-,$0.00 ,Deny
2010010867354,6-Jan-10,1/3/10 0:00,CVG,Cincinnati/Northern Kentucky International,USAir  ,Property Damage,Checkpoint,Other,$20.00 ,Approve in Full
2011011379555,6-Jan-10,12/19/10 13:31,MYR,Myrtle Beach International,-,Passenger Property Loss,Checkpoint,Other,$0.00 ,Deny
2011011479560,6-Jan-10,12/20/10 8:56,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2011011479564,6-Jan-10,12/22/10 17:00,IAD,Washington Dulles International,Jet Blue,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010010867324,7-Jan-10,1/6/10 5:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010010867364,7-Jan-10,1/5/10 16:30,BOS,Boston (Logan) International Airport ,AirTran Airlines,Passenger Property Loss,Checked Baggage,-,$0.00 ,Deny
2010011167405,7-Jan-10,1/4/10 17:30,SEA,Seattle-Tacoma International,British Airways  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010011367505,7-Jan-10,1/5/10 20:30,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010010767295,8-Jan-10,1/1/10 20:00,SDF,Louisville International,Midwest Express Airlines  ,Passenger Property Loss,Checked Baggage,Toys & Games,$0.00 ,Deny
2010010867315,8-Jan-10,1/8/10 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010010867345,8-Jan-10,1/6/10 14:57,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,"$1,575.00 ",Settle
2010010867352,8-Jan-10,1/1/10 6:35,SLC,Salt Lake City International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010011367490,8-Jan-10,1/1/10 16:30,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checkpoint,Other,-,-
2010011367493,8-Jan-10,1/5/10 11:00,EWR,Newark International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Computer & Accessories; Personal Electronics; Toys & Games,$0.00 ,Deny
2010011367506,8-Jan-10,1/1/10 7:00,LAX,Los Angeles International Airport ,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cameras; Cameras,$0.00 ,Deny
2010011367520,8-Jan-10,1/3/10 19:00,MEM,Memphis International Airport,KLM Royal Dutch Airlines,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2010011367521,8-Jan-10,1/7/10 8:30,BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cameras; Cameras,$0.00 ,Deny
2010011367536,8-Jan-10,1/1/10 0:00,JFK,John F. Kennedy International,Jet Airways,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010011367537,8-Jan-10,1/4/10 6:30,EWR,Newark International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Other,$0.00 ,Deny
2010011267441,11-Jan-10,1/5/10 0:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checkpoint,Computer & Accessories,$0.00 ,Deny
2010010867312,11-Jan-10,1/5/10 0:00,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010011167431,11-Jan-10,1/7/10 0:00,GEG,Spokane International,USAir  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Computer & Accessories",-,-
2010011267439,11-Jan-10,1/8/10 17:00,MSY,New Orleans International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing; Toys & Games,$0.00 ,Deny
2010011267443,11-Jan-10,1/3/10 8:00,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checked Baggage,Home Decor; Other; Other,$0.00 ,Deny
2010011267446,11-Jan-10,1/8/10 0:00,EWR,Newark International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Electronics,$0.00 ,Deny
2010011267447,11-Jan-10,1/5/10 11:00,BTR,Baton Rouge Metropolitan,Delta Air Lines  ,Property Damage,Checked Baggage,Cosmetics & Grooming; Other,$0.00 ,Deny
2010011267448,11-Jan-10,1/3/10 8:30,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010011267450,11-Jan-10,1/7/10 14:03,DEN,Denver International Airport ,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2010011267454,11-Jan-10,1/4/10 0:00,DEN,Denver International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Toys & Games; Toys & Games,$0.00 ,Deny
2010011267456,11-Jan-10,1/2/10 13:15,DAL,Dallas Love Field,Southwest Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,$12.00 ,Approve in Full
2010011267457,11-Jan-10,1/4/10 0:00,BOS,Boston (Logan) International Airport ,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2010011267468,11-Jan-10,1/8/10 17:50,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2010011267471,11-Jan-10,1/6/10 9:00,JFK,John F. Kennedy International,Virgin America,Property Damage,Checkpoint,Baggage/Cases/Purses; Personal Electronics,$354.00 ,Approve in Full
2010011267474,11-Jan-10,1/3/10 12:20,GUC,Gunnison - Crested Butte Regional Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Cameras,-,-
2010011467554,11-Jan-10,1/1/10 0:00,SNA,John Wayne,UAL  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010011967624,11-Jan-10,1/2/10 5:40,ORD,Chicago O'Hare International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Clothing; Other",$0.00 ,Deny
2010011967625,11-Jan-10,1/3/10 0:00,PBI,Palm Beach International,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010011967632,11-Jan-10,1/1/10 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cameras; Clothing,$0.00 ,Deny
2010011367495,12-Jan-10,1/8/10 12:19,TUL,Tulsa International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010011367497,12-Jan-10,1/6/10 0:00,OAK,Metropolitan Oakland International,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$466.20 ,Settle
2010011367500,12-Jan-10,1/10/10 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checkpoint,Clothing,-,-
2010011367507,12-Jan-10,1/2/10 13:00,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming; Jewelry & Watches; Other,$0.00 ,Deny
2010011367513,12-Jan-10,1/9/10 7:00,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Home Decor,$0.00 ,Deny
2010011367522,12-Jan-10,1/9/10 7:36,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,$0.00 ,Deny
2010011367526,12-Jan-10,1/5/10 17:50,SYR,Syracuse-Hancock International,USAir  ,Property Damage,Checkpoint,Baggage/Cases/Purses,$251.95 ,Settle
2010011367527,12-Jan-10,1/8/10 0:00,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010011367530,12-Jan-10,1/5/10 0:00,EWR,Newark International Airport,Continental Airlines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2010011467543,12-Jan-10,1/10/10 9:02,MIA,Miami International Airport,UAL  ,Property Damage,Checked Baggage,Household Items,$129.00 ,Approve in Full
2010011467550,12-Jan-10,1/10/10 0:00,DEN,Denver International Airport ,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing,$42.00 ,Approve in Full
2010011467556,12-Jan-10,1/10/10 0:00,F,Foreign airport,Mexicana  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010011467561,12-Jan-10,1/5/10 0:00,SYR,Syracuse-Hancock International,USAir  ,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
2010011467572,12-Jan-10,1/9/10 0:00,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010011567595,12-Jan-10,1/10/10 0:00,MIA,Miami International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Home Decor,$0.00 ,Deny
2010012067663,12-Jan-10,1/2/10 11:00,MYR,Myrtle Beach International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010012067665,12-Jan-10,1/2/10 5:55,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Cosmetics & Grooming,$0.00 ,Deny
2010012067674,12-Jan-10,1/2/10 16:15,JFK,John F. Kennedy International,-,Property Damage,Checkpoint,Audio/Video,$107.89 ,Settle
2010012067682,12-Jan-10,1/5/10 7:00,COS,Colorado Springs Municipal,Continental Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010011467540,13-Jan-10,1/3/10 0:00,SNA,John Wayne,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Travel Accessories,$0.00 ,Deny
2010011467546,13-Jan-10,1/4/10 17:35,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010011467547,13-Jan-10,1/10/10 14:37,AUS,Austin-Bergstrom International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,-,$0.00 ,Deny
2010011467552,13-Jan-10,1/4/10 0:00,TPA,Tampa International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$0.00 ,Deny
2010011467557,13-Jan-10,1/7/10 8:30,PHL,Philadelphia International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2010011467558,13-Jan-10,1/6/10 20:00,OMA,Eppley Airfield,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Computer & Accessories,$0.00 ,Deny
2010011467567,13-Jan-10,1/5/10 0:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010011467587,13-Jan-10,1/2/10 8:30,JFK,John F. Kennedy International,Virgin America,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010011567600,13-Jan-10,1/1/10 0:00,OMA,Eppley Airfield,UAL  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2010012067658,13-Jan-10,1/1/10 11:00,ISP,"Long Island McArthur, Islip",Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012167708,13-Jan-10,1/2/10 7:30,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$44.82 ,Approve in Full
2010011367515,14-Jan-10,1/5/10 7:45,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010011567596,14-Jan-10,1/13/10 0:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2010011567598,14-Jan-10,1/2/10 0:00,BOS,Boston (Logan) International Airport ,Lufthansa  ,Passenger Property Loss,Checked Baggage,Audio/Video,$0.00 ,Deny
2010011567599,14-Jan-10,1/11/10 0:00,RDU,Raleigh-Durham International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,$0.00 ,Deny
2010011567606,14-Jan-10,1/2/10 0:00,JFK,John F. Kennedy International,USAir  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
2010011967611,14-Jan-10,1/8/10 15:00,MEM,Memphis International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,$303.85 ,Settle
2010012067679,14-Jan-10,1/9/10 18:00,PSP,Palm Springs International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2010012167711,14-Jan-10,1/10/10 17:00,SEA,Seattle-Tacoma International,Continental Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2010012167733,14-Jan-10,1/1/10 6:00,RNO,Reno/Tahoe International,UAL  ,Passenger Property Loss,Checkpoint,Other,$36.88 ,Approve in Full
2010012267748,14-Jan-10,1/20/10 12:00,GRR,Gerald R. Ford International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2010012267750,14-Jan-10,1/2/10 13:15,ORD,Chicago O'Hare International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Personal Accessories,$0.00 ,Deny
2010012267754,14-Jan-10,1/8/10 0:00,PHX,Phoenix Sky Harbor International,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010012267765,14-Jan-10,1/1/10 0:00,PWM,Portland International Jetport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cameras; Computer & Accessories; Computer & Accessories; Personal Electronics; Personal Electronics,$0.00 ,Deny
2010012267790,14-Jan-10,1/2/10 0:00,MCI,Kansas City International,UAL  ,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2010012968073,14-Jan-10,1/3/10 0:00,PHL,Philadelphia International Airport,Air France,Passenger Property Loss,Checked Baggage,-,-,-
2010012067697,15-Jan-10,1/11/10 9:30,MCI,Kansas City International,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2010012167726,15-Jan-10,1/10/10 0:00,ORD,Chicago O'Hare International Airport,Asiana Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories; Other,$0.00 ,Deny
2010012667865,15-Jan-10,1/2/10 9:00,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras; Clothing,$0.00 ,Deny
2010012667867,15-Jan-10,1/4/10 0:00,IND,Indianapolis International,American Airlines  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,$0.00 ,Deny
2011021680236,18-Jan-10,11/21/10 0:00,OKC,Will Rogers World,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Household Items; Household Items; Other; Toys & Games,$0.00 ,Deny
2010012267792,19-Jan-10,1/13/10 0:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2010011967631,19-Jan-10,1/19/10 0:00,-,-,-,Personal Injury,Checkpoint,Cosmetics & Grooming; Jewelry & Watches; Personal Accessories,-,-
2010011967634,19-Jan-10,1/19/10 0:00,EWR,Newark International Airport,Continental Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010012167715,19-Jan-10,1/5/10 6:30,DAY,James M. Cox Dayton International,AirTran Airlines,Property Damage,Checked Baggage,Crafting & Hobby,$150.00 ,Settle
2010012167716,19-Jan-10,1/15/10 11:00,MIA,Miami International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$24.00 ,Settle
2010012167718,19-Jan-10,1/10/10 18:49,PIT,Pittsburgh International Airport,AirTran Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2010012167720,19-Jan-10,1/10/10 10:30,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Travel Accessories,$109.33 ,Approve in Full
2010012167721,19-Jan-10,1/12/10 11:30,CHA,Chattanooga Metropolitan,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010012167727,19-Jan-10,1/12/10 6:00,EWR,Newark International Airport,Continental Airlines  ,Property Damage,Checkpoint,Clothing,$0.00 ,Deny
2010012167729,19-Jan-10,1/4/10 0:00,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010012167730,19-Jan-10,1/6/10 18:00,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Cameras,$0.00 ,Deny
2010012167736,19-Jan-10,1/13/10 11:45,IND,Indianapolis International,Northwest Airlines  ,Property Damage,Checkpoint,Clothing,$135.00 ,Settle
2010012167737,19-Jan-10,1/14/10 0:00,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010012167739,19-Jan-10,1/14/10 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Clothing,$90.00 ,Settle
2010012167741,19-Jan-10,1/11/10 12:25,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,$0.00 ,Deny
2010012167743,19-Jan-10,1/4/10 0:00,PHX,Phoenix Sky Harbor International,Air Canada,Passenger Property Loss,Checked Baggage,Travel Accessories,$14.95 ,Approve in Full
2010012167744,19-Jan-10,1/7/10 12:30,LAS,McCarran International,Virgin Atlantic,Property Damage,Checkpoint,Computer & Accessories,$800.00 ,Approve in Full
2010012267749,19-Jan-10,1/10/10 6:41,ORD,Chicago O'Hare International Airport,-,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012267752,19-Jan-10,1/12/10 11:00,MCO,Orlando International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010012267755,19-Jan-10,1/10/10 16:00,LAX,Los Angeles International Airport ,Air France,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010012267786,19-Jan-10,1/11/10 0:00,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Other,-,-
2010012267795,19-Jan-10,1/10/10 0:00,EWR,Newark International Airport,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010012267800,19-Jan-10,1/15/10 19:20,PHL,Philadelphia International Airport,British Airways  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2010012267804,19-Jan-10,1/18/10 11:00,PBI,Palm Beach International,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$75.00 ,Approve in Full
2010012267805,19-Jan-10,1/3/10 15:40,STL,Lambert St. Louis International,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010012267811,19-Jan-10,1/3/10 5:00,SAN,San Diego International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Other,$0.00 ,Deny
2010012267812,19-Jan-10,1/10/10 7:50,LAS,McCarran International,Jet Blue,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012567819,19-Jan-10,1/10/10 19:50,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2010012567820,19-Jan-10,1/11/10 19:00,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2010012567821,19-Jan-10,1/7/10 0:00,PIT,Pittsburgh International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Toys & Games,-,-
2010012567824,19-Jan-10,1/3/10 13:30,OGG,"Kahului-Maui, HI",American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Other; Personal Electronics; Personal Electronics,$0.00 ,Deny
2010012567829,19-Jan-10,1/15/10 20:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Jewelry & Watches,$0.00 ,Deny
2010012567831,19-Jan-10,1/13/10 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,$0.00 ,Deny
2010012567834,19-Jan-10,1/15/10 0:00,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$6.94 ,Approve in Full
2010012567837,19-Jan-10,1/16/10 0:00,ABI,Abilene Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010012567838,19-Jan-10,1/12/10 0:00,MKE,General Mitchell International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010012567840,19-Jan-10,1/13/10 15:29,OKC,Will Rogers World,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010012567841,19-Jan-10,1/15/10 0:00,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012567844,19-Jan-10,1/2/10 0:00,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,$0.00 ,Deny
2010012567850,19-Jan-10,1/10/10 0:00,JFK,John F. Kennedy International,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012567852,19-Jan-10,1/16/10 0:00,TPA,Tampa International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010012667864,19-Jan-10,1/3/10 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010012667871,19-Jan-10,1/5/10 11:00,PHX,Phoenix Sky Harbor International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Cameras; Toys & Games",$0.00 ,Deny
2010012667872,19-Jan-10,1/5/10 13:00,SJC,Norman Y Mineta San Jose International,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,$487.89 ,Approve in Full
2010012667875,19-Jan-10,1/11/10 23:50,JFK,John F. Kennedy International,Air France,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010012667880,19-Jan-10,1/9/10 0:00,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2010012667888,19-Jan-10,1/8/10 0:00,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Sporting Equipment & Supplies,$0.00 ,Deny
2010012667891,19-Jan-10,1/3/10 18:30,ORF,Norfolk International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$79.00 ,Approve in Full
2010012667892,19-Jan-10,1/6/10 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010012667899,19-Jan-10,1/13/10 18:30,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010012667905,19-Jan-10,1/11/10 0:00,ORD,Chicago O'Hare International Airport,Swiss Air  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010012667906,19-Jan-10,1/6/10 6:00,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
